condition,objective,rung_id,candidate_id,order,r2,shannon_h,n_domains,dominant_domain
AD+FTD->AD,o_max,ols,m009007_o_max_ord12_rk00008,12,0.2429083530085196,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m007000_o_max_ord10_rk00001,10,0.2375206896014998,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m007002_o_max_ord10_rk00003,10,0.2373046302571551,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m006007_o_max_ord9_rk00008,9,0.2369048983551819,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m008019_o_max_ord11_rk00020,11,0.2328014072297245,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m008017_o_max_ord11_rk00018,11,0.2326353454154451,0.4394969869215134,2,Democracy
AD+FTD->AD,o_max,ols,m007001_o_max_ord10_rk00002,10,0.2325029056680629,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m008001_o_max_ord11_rk00002,11,0.2307010059660328,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m008018_o_max_ord11_rk00019,11,0.2304346816930094,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m007003_o_max_ord10_rk00004,10,0.2287385152676793,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m010006_o_max_ord13_rk00007,13,0.2282187077743187,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m008013_o_max_ord11_rk00014,11,0.2228381066758781,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m007012_o_max_ord10_rk00013,10,0.2216404733346111,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m007018_o_max_ord10_rk00019,10,0.2191738049664475,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m008015_o_max_ord11_rk00016,11,0.2164246716161665,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m009013_o_max_ord12_rk00014,12,0.2157041341451454,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m007008_o_max_ord10_rk00009,10,0.2124298896605193,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m007006_o_max_ord10_rk00007,10,0.2103991841234934,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m010008_o_max_ord13_rk00009,13,0.2062059262364578,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m006017_o_max_ord9_rk00018,9,0.2052379555980253,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m008000_o_max_ord11_rk00001,11,0.2014116500439854,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m009012_o_max_ord12_rk00013,12,0.192770672929431,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m008005_o_max_ord11_rk00006,11,0.1891727818073917,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m008002_o_max_ord11_rk00003,11,0.1821982336917346,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m008004_o_max_ord11_rk00005,11,0.1804377128427468,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m010012_o_max_ord13_rk00013,13,0.1793429768280063,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m009000_o_max_ord12_rk00001,12,0.176196213356337,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m009018_o_max_ord12_rk00019,12,0.167474367290675,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m008011_o_max_ord11_rk00012,11,0.1563389400935302,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m009006_o_max_ord12_rk00007,12,0.1509679913944127,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m011006_o_max_ord14_rk00007,14,0.146882835427861,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m008009_o_max_ord11_rk00010,11,0.146225144609029,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m008008_o_max_ord11_rk00009,11,0.1411716445099797,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m009005_o_max_ord12_rk00006,12,0.1369996104850801,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m012008_o_max_ord15_rk00009,15,0.1351650188744039,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m010016_o_max_ord13_rk00017,13,0.12724351048287,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m009001_o_max_ord12_rk00002,12,0.1270001089659735,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m007016_o_max_ord10_rk00017,10,0.1244287035306082,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m008012_o_max_ord11_rk00013,11,0.1207027105216432,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m009010_o_max_ord12_rk00011,12,0.1199387518247243,-0.0,1,Democracy
