model_level,objective,pct_synergistic_triplets,full_r2
OLS,o_min,70.0,0.4228587132548228
OLS,o_min,80.0,0.4027736553376964
OLS,o_min,50.0,0.4222779790906802
OLS,o_min,50.0,0.42258545200006836
OLS,o_min,60.0,0.39169790548434125
OLS,o_min,60.0,0.3902417486307723
OLS,o_min,50.0,0.3895270916332413
OLS,o_min,50.0,0.42853578482823185
OLS,o_min,60.0,0.3754983613744909
OLS,o_min,70.0,0.38355738953815977
OLS,o_min,55.00000000000001,0.35888121033384013
OLS,o_min,60.0,0.36655897149563443
OLS,o_min,60.0,0.3960377129238678
OLS,o_min,55.00000000000001,0.3491233375513818
OLS,o_min,65.0,0.39404145616125963
OLS,o_min,30.0,0.42684245887230765
OLS,o_min,60.0,0.3942958353146001
OLS,o_min,80.0,0.38238013875736776
OLS,o_min,30.0,0.43299704937131556
OLS,o_min,50.0,0.38790652617269006
OLS,o_min,45.0,0.391039347138865
OLS,o_min,54.285700000000006,0.37154727351761485
OLS,o_min,54.285700000000006,0.39582656890234025
OLS,o_min,45.7143,0.3747142641889426
OLS,o_min,51.4286,0.40302798533010975
OLS,o_min,55.3571,0.3939674152031257
OLS,o_min,50.0,0.35970272455646135
OLS,o_min,48.2143,0.3559118183317569
OLS,o_min,48.2143,0.3610652435395524
OLS,o_min,57.1429,0.3872958956716419
OLS,o_min,44.642900000000004,0.36187344129994903
OLS,o_min,50.0,0.36447111638223817
OLS,o_min,53.571400000000004,0.35613897939810746
d1,o_max,0.0,0.43429885810945545
d1,o_max,0.0,0.4344376371530455
d1,o_max,0.0,0.43265884531686494
d1,o_max,0.0,0.4343897068718896
d1,o_max,0.0,0.4333058289692078
d1,o_max,0.0,0.433223800908617
d1,o_max,0.0,0.4352311888659116
d1,o_max,0.0,0.43212949160438097
d1,o_max,0.0,0.4340015818604117
d1,o_max,0.0,0.43513435991431515
d1,o_max,0.0,0.43382291193644373
d1,o_max,0.0,0.4327344254273312
d1,o_max,0.0,0.43309948444648505
d1,o_max,0.0,0.4320641825005722
d1,o_max,0.0,0.43275120940516887
d1,o_max,0.0,0.4321552050904155
d1,o_max,0.0,0.43214287917133143
d1,o_max,0.0,0.4329794550227074
