model_level,objective,candidate_id,full_r2,baseline_r2,best_single_r2
d1,o_min,m059532_o_min_ord15_rk00018,0.4284250667894375,0.4296994627244175,0.4429582062713171
d1,o_min,m048533_o_min_ord4_rk00019,0.4284000342641844,0.4296994627244175,0.4429582062713171
d1,o_min,m051515_o_min_ord7_rk00001,0.42837130821572855,0.4296994627244175,0.4429582062713171
d1,o_min,m060521_o_min_ord16_rk00007,0.42816810863855204,0.4296994627244175,0.4429582062713171
d1,o_min,m060519_o_min_ord16_rk00005,0.42815540543911745,0.4296994627244175,0.4429582062713171
d1,o_min,m055516_o_min_ord11_rk00002,0.4281508815823949,0.4296994627244175,0.4429582062713171
d1,o_min,m047524_o_min_ord3_rk00010,0.42812156426305925,0.4296994627244175,0.4429582062713171
d1,o_min,m051534_o_min_ord7_rk00020,0.4281166600469055,0.4296994627244175,0.4429582062713171
d1,o_min,m059526_o_min_ord15_rk00012,0.4280367179494824,0.4296994627244175,0.4429582062713171
d1,o_min,m060527_o_min_ord16_rk00013,0.42799788998519195,0.4296994627244175,0.4429582062713171
d1,o_min,m058534_o_min_ord14_rk00020,0.4279635897722788,0.4296994627244175,0.4429582062713171
d1,o_min,m055530_o_min_ord11_rk00016,0.42784394364265665,0.4296994627244175,0.4429582062713171
d1,o_max,m003016_o_max_ord6_rk00017,0.4377678441476358,0.4296994627244175,0.4429582062713171
d1,o_max,m006005_o_max_ord9_rk00006,0.4353223191612994,0.4296994627244175,0.4429582062713171
d1,o_max,m001000_o_max_ord4_rk00001,0.4352311888659116,0.4296994627244175,0.4429582062713171
d1,o_max,m001006_o_max_ord4_rk00007,0.43513435991431515,0.4296994627244175,0.4429582062713171
d1,o_max,m002011_o_max_ord5_rk00012,0.43502770600688456,0.4296994627244175,0.4429582062713171
d1,o_max,m000002_o_max_ord3_rk00003,0.4344376371530455,0.4296994627244175,0.4429582062713171
d1,o_max,m000011_o_max_ord3_rk00012,0.4343897068718896,0.4296994627244175,0.4429582062713171
d1,o_max,m000000_o_max_ord3_rk00001,0.43429885810945545,0.4296994627244175,0.4429582062713171
d1,o_max,m003009_o_max_ord6_rk00010,0.43419675228225785,0.4296994627244175,0.4429582062713171
d1,o_max,m005004_o_max_ord8_rk00005,0.4341490200499559,0.4296994627244175,0.4429582062713171
d1,o_max,m001002_o_max_ord4_rk00003,0.4340015818604117,0.4296994627244175,0.4429582062713171
d1,o_max,m004008_o_max_ord7_rk00009,0.4339945104968499,0.4296994627244175,0.4429582062713171
d1,o_max,m001008_o_max_ord4_rk00009,0.43382291193644373,0.4296994627244175,0.4429582062713171
d1,o_max,m005001_o_max_ord8_rk00002,0.43372216616863746,0.4296994627244175,0.4429582062713171
d1,o_max,m013012_o_max_ord16_rk00013,0.4336635492107579,0.4296994627244175,0.4429582062713171
d1,o_max,m005014_o_max_ord8_rk00015,0.4333470690519222,0.4296994627244175,0.4429582062713171
d1,o_max,m000017_o_max_ord3_rk00018,0.4333058289692078,0.4296994627244175,0.4429582062713171
d1,o_max,m000018_o_max_ord3_rk00019,0.433223800908617,0.4296994627244175,0.4429582062713171
d1,o_max,m001013_o_max_ord4_rk00014,0.43309948444648505,0.4296994627244175,0.4429582062713171
d1,o_max,m016007_o_max_ord19_rk00008,0.4330933504154364,0.4296994627244175,0.4429582062713171
d1,o_max,m005017_o_max_ord8_rk00018,0.43300744659005486,0.4296994627244175,0.4429582062713171
d1,o_max,m002004_o_max_ord5_rk00005,0.4329794550227074,0.4296994627244175,0.4429582062713171
d1,o_max,m003015_o_max_ord6_rk00016,0.4329279649141097,0.4296994627244175,0.4429582062713171
d1,o_max,m001015_o_max_ord4_rk00016,0.43275120940516887,0.4296994627244175,0.4429582062713171
d1,o_max,m012014_o_max_ord15_rk00015,0.43274425737323585,0.4296994627244175,0.4429582062713171
d1,o_max,m004006_o_max_ord7_rk00007,0.4327422144632258,0.4296994627244175,0.4429582062713171
d1,o_max,m003011_o_max_ord6_rk00012,0.432734782136849,0.4296994627244175,0.4429582062713171
d1,o_max,m001011_o_max_ord4_rk00012,0.4327344254273312,0.4296994627244175,0.4429582062713171
d1,o_max,m000009_o_max_ord3_rk00010,0.43265884531686494,0.4296994627244175,0.4429582062713171
d1,o_max,m008014_o_max_ord11_rk00015,0.43253657832552084,0.4296994627244175,0.4429582062713171
d1,o_max,m002005_o_max_ord5_rk00006,0.4324611114250315,0.4296994627244175,0.4429582062713171
d1,o_max,m003017_o_max_ord6_rk00018,0.432419237245223,0.4296994627244175,0.4429582062713171
